     0.000		          -0.010
     0.010		          -0.010
     0.020		          -0.010
     0.030		          -0.010
     0.040		          -0.009
     0.050		          -0.009
     0.060		          -0.009
     0.070		          -0.010
     0.080		          -0.010
     0.090		          -0.011
     0.100		          -0.012
     0.110		          -0.012
     0.120		          -0.013
     0.130		          -0.013
     0.140		          -0.013
     0.150		          -0.014
     0.160		          -0.014
     0.170		          -0.015
     0.180		          -0.016
     0.190		          -0.016
     0.200		          -0.016
     0.210		          -0.015
     0.220		          -0.015
     0.230		          -0.014
     0.240		          -0.015
     0.250		          -0.016
     0.260		          -0.017
     0.270		          -0.018
     0.280		          -0.018
     0.290		          -0.018
     0.300		          -0.017
     0.310		          -0.016
     0.320		          -0.015
     0.330		          -0.014
     0.340		          -0.013
     0.350		          -0.014
     0.360		          -0.014
     0.370		          -0.015
     0.380		          -0.016
     0.390		          -0.018
     0.400		          -0.019
     0.410		          -0.021
     0.420		          -0.022
     0.430		          -0.023
     0.440		          -0.022
     0.450		          -0.021
     0.460		          -0.017
     0.470		          -0.014
     0.480		          -0.010
     0.490		          -0.008
     0.500		          -0.008
     0.510		          -0.010
     0.520		          -0.014
     0.530		          -0.019
     0.540		          -0.025
     0.550		          -0.029
     0.560		          -0.031
     0.570		          -0.030
     0.580		          -0.026
     0.590		          -0.020
     0.600		          -0.014
     0.610		          -0.008
     0.620		          -0.005
     0.630		          -0.005
     0.640		          -0.008
     0.650		          -0.014
     0.660		          -0.021
     0.670		          -0.030
     0.680		          -0.037
     0.690		          -0.040
     0.700		          -0.040
     0.710		          -0.036
     0.720		          -0.028
     0.730		          -0.018
     0.740		          -0.009
     0.750		          -0.004
     0.760		          -0.004
     0.770		          -0.011
     0.780		          -0.023
     0.790		          -0.036
     0.800		          -0.047
     0.810		          -0.053
     0.820		          -0.051
     0.830		          -0.043
     0.840		          -0.030
     0.850		          -0.016
     0.860		          -0.005
     0.870		           0.000
     0.880		          -0.001
     0.890		          -0.007
     0.900		          -0.017
     0.910		          -0.030
     0.920		          -0.042
     0.930		          -0.052
     0.940		          -0.057
     0.950		          -0.056
     0.960		          -0.049
     0.970		          -0.037
     0.980		          -0.021
     0.990		          -0.006
     1.000		           0.007
     1.010		           0.013
     1.020		           0.013
     1.030		           0.005
     1.040		          -0.009
     1.050		          -0.025
     1.060		          -0.042
     1.070		          -0.054
     1.080		          -0.060
     1.090		          -0.059
     1.100		          -0.053
     1.110		          -0.044
     1.120		          -0.035
     1.130		          -0.027
     1.140		          -0.020
     1.150		          -0.013
     1.160		          -0.005
     1.170		           0.006
     1.180		           0.017
     1.190		           0.026
     1.200		           0.030
     1.210		           0.027
     1.220		           0.015
     1.230		          -0.002
     1.240		          -0.021
     1.250		          -0.036
     1.260		          -0.044
     1.270		          -0.042
     1.280		          -0.028
     1.290		          -0.006
     1.300		           0.020
     1.310		           0.046
     1.320		           0.065
     1.330		           0.075
     1.340		           0.073
     1.350		           0.061
     1.360		           0.043
     1.370		           0.022
     1.380		           0.005
     1.390		          -0.005
     1.400		          -0.005
     1.410		           0.005
     1.420		           0.025
     1.430		           0.051
     1.440		           0.081
     1.450		           0.110
     1.460		           0.136
     1.470		           0.158
     1.480		           0.173
     1.490		           0.182
     1.500		           0.182
     1.510		           0.174
     1.520		           0.157
     1.530		           0.133
     1.540		           0.105
     1.550		           0.078
     1.560		           0.058
     1.570		           0.049
     1.580		           0.052
     1.590		           0.064
     1.600		           0.080
     1.610		           0.091
     1.620		           0.092
     1.630		           0.081
     1.640		           0.058
     1.650		           0.029
     1.660		           0.001
     1.670		          -0.017
     1.680		          -0.020
     1.690		          -0.008
     1.700		           0.018
     1.710		           0.051
     1.720		           0.082
     1.730		           0.107
     1.740		           0.119
     1.750		           0.117
     1.760		           0.102
     1.770		           0.076
     1.780		           0.044
     1.790		           0.011
     1.800		          -0.018
     1.810		          -0.040
     1.820		          -0.056
     1.830		          -0.067
     1.840		          -0.077
     1.850		          -0.088
     1.860		          -0.102
     1.870		          -0.117
     1.880		          -0.131
     1.890		          -0.139
     1.900		          -0.139
     1.910		          -0.132
     1.920		          -0.119
     1.930		          -0.106
     1.940		          -0.097
     1.950		          -0.096
     1.960		          -0.106
     1.970		          -0.123
     1.980		          -0.143
     1.990		          -0.158
     2.000		          -0.163
     2.010		          -0.153
     2.020		          -0.127
     2.030		          -0.090
     2.040		          -0.044
     2.050		           0.001
     2.060		           0.040
     2.070		           0.064
     2.080		           0.070
     2.090		           0.061
     2.100		           0.041
     2.110		           0.023
     2.120		           0.016
     2.130		           0.026
     2.140		           0.050
     2.150		           0.082
     2.160		           0.111
     2.170		           0.127
     2.180		           0.129
     2.190		           0.117
     2.200		           0.097
     2.210		           0.073
     2.220		           0.045
     2.230		           0.016
     2.240		          -0.014
     2.250		          -0.042
     2.260		          -0.063
     2.270		          -0.071
     2.280		          -0.061
     2.290		          -0.033
     2.300		           0.010
     2.310		           0.058
     2.320		           0.098
     2.330		           0.116
     2.340		           0.102
     2.350		           0.055
     2.360		          -0.018
     2.370		          -0.102
     2.380		          -0.180
     2.390		          -0.235
     2.400		          -0.258
     2.410		          -0.245
     2.420		          -0.201
     2.430		          -0.138
     2.440		          -0.069
     2.450		          -0.007
     2.460		           0.037
     2.470		           0.057
     2.480		           0.054
     2.490		           0.030
     2.500		          -0.007
     2.510		          -0.047
     2.520		          -0.077
     2.530		          -0.088
     2.540		          -0.077
     2.550		          -0.045
     2.560		          -0.004
     2.570		           0.034
     2.580		           0.054
     2.590		           0.052
     2.600		           0.026
     2.610		          -0.017
     2.620		          -0.067
     2.630		          -0.115
     2.640		          -0.157
     2.650		          -0.190
     2.660		          -0.213
     2.670		          -0.224
     2.680		          -0.225
     2.690		          -0.218
     2.700		          -0.203
     2.710		          -0.186
     2.720		          -0.169
     2.730		          -0.157
     2.740		          -0.152
     2.750		          -0.157
     2.760		          -0.168
     2.770		          -0.182
     2.780		          -0.190
     2.790		          -0.185
     2.800		          -0.159
     2.810		          -0.110
     2.820		          -0.038
     2.830		           0.050
     2.840		           0.147
     2.850		           0.242
     2.860		           0.326
     2.870		           0.392
     2.880		           0.439
     2.890		           0.471
     2.900		           0.491
     2.910		           0.504
     2.920		           0.507
     2.930		           0.495
     2.940		           0.455
     2.950		           0.378
     2.960		           0.261
     2.970		           0.111
     2.980		          -0.054
     2.990		          -0.211
     3.000		          -0.335
     3.010		          -0.406
     3.020		          -0.414
     3.030		          -0.360
     3.040		          -0.252
     3.050		          -0.111
     3.060		           0.043
     3.070		           0.186
     3.080		           0.302
     3.090		           0.377
     3.100		           0.407
     3.110		           0.396
     3.120		           0.354
     3.130		           0.295
     3.140		           0.234
     3.150		           0.182
     3.160		           0.147
     3.170		           0.128
     3.180		           0.122
     3.190		           0.119
     3.200		           0.109
     3.210		           0.087
     3.220		           0.049
     3.230		          -0.004
     3.240		          -0.069
     3.250		          -0.143
     3.260		          -0.220
     3.270		          -0.292
     3.280		          -0.354
     3.290		          -0.397
     3.300		          -0.412
     3.310		          -0.396
     3.320		          -0.348
     3.330		          -0.274
     3.340		          -0.188
     3.350		          -0.105
     3.360		          -0.042
     3.370		          -0.008
     3.380		          -0.000
     3.390		          -0.009
     3.400		          -0.019
     3.410		          -0.017
     3.420		           0.006
     3.430		           0.046
     3.440		           0.096
     3.450		           0.144
     3.460		           0.182
     3.470		           0.209
     3.480		           0.228
     3.490		           0.248
     3.500		           0.268
     3.510		           0.281
     3.520		           0.271
     3.530		           0.224
     3.540		           0.136
     3.550		           0.017
     3.560		          -0.109
     3.570		          -0.216
     3.580		          -0.283
     3.590		          -0.306
     3.600		          -0.294
     3.610		          -0.261
     3.620		          -0.220
     3.630		          -0.172
     3.640		          -0.108
     3.650		          -0.020
     3.660		           0.095
     3.670		           0.224
     3.680		           0.342
     3.690		           0.418
     3.700		           0.429
     3.710		           0.369
     3.720		           0.255
     3.730		           0.120
     3.740		           0.002
     3.750		          -0.064
     3.760		          -0.065
     3.770		          -0.006
     3.780		           0.089
     3.790		           0.192
     3.800		           0.278
     3.810		           0.336
     3.820		           0.368
     3.830		           0.381
     3.840		           0.376
     3.850		           0.350
     3.860		           0.291
     3.870		           0.189
     3.880		           0.046
     3.890		          -0.120
     3.900		          -0.274
     3.910		          -0.375
     3.920		          -0.390
     3.930		          -0.311
     3.940		          -0.161
     3.950		           0.014
     3.960		           0.164
     3.970		           0.252
     3.980		           0.270
     3.990		           0.240
     4.000		           0.196
     4.010		           0.172
     4.020		           0.181
     4.030		           0.215
     4.040		           0.251
     4.050		           0.257
     4.060		           0.213
     4.070		           0.120
     4.080		          -0.005
     4.090		          -0.129
     4.100		          -0.218
     4.110		          -0.250
     4.120		          -0.220
     4.130		          -0.143
     4.140		          -0.045
     4.150		           0.046
     4.160		           0.106
     4.170		           0.128
     4.180		           0.118
     4.190		           0.092
     4.200		           0.072
     4.210		           0.072
     4.220		           0.096
     4.230		           0.136
     4.240		           0.171
     4.250		           0.181
     4.260		           0.153
     4.270		           0.085
     4.280		          -0.010
     4.290		          -0.107
     4.300		          -0.180
     4.310		          -0.211
     4.320		          -0.196
     4.330		          -0.144
     4.340		          -0.075
     4.350		          -0.012
     4.360		           0.029
     4.370		           0.043
     4.380		           0.036
     4.390		           0.019
     4.400		           0.003
     4.410		          -0.007
     4.420		          -0.011
     4.430		          -0.012
     4.440		          -0.016
     4.450		          -0.024
     4.460		          -0.036
     4.470		          -0.049
     4.480		          -0.059
     4.490		          -0.067
     4.500		          -0.076
     4.510		          -0.091
     4.520		          -0.113
     4.530		          -0.140
     4.540		          -0.165
     4.550		          -0.179
     4.560		          -0.177
     4.570		          -0.157
     4.580		          -0.120
     4.590		          -0.073
     4.600		          -0.023
     4.610		           0.024
     4.620		           0.067
     4.630		           0.104
     4.640		           0.134
     4.650		           0.157
     4.660		           0.167
     4.670		           0.161
     4.680		           0.136
     4.690		           0.091
     4.700		           0.030
     4.710		          -0.036
     4.720		          -0.100
     4.730		          -0.152
     4.740		          -0.187
     4.750		          -0.206
     4.760		          -0.214
     4.770		          -0.218
     4.780		          -0.224
     4.790		          -0.235
     4.800		          -0.249
     4.810		          -0.262
     4.820		          -0.270
     4.830		          -0.270
     4.840		          -0.260
     4.850		          -0.235
     4.860		          -0.194
     4.870		          -0.137
     4.880		          -0.065
     4.890		           0.011
     4.900		           0.077
     4.910		           0.114
     4.920		           0.109
     4.930		           0.058
     4.940		          -0.031
     4.950		          -0.135
     4.960		          -0.225
     4.970		          -0.275
     4.980		          -0.268
     4.990		          -0.207
     5.000		          -0.107
     5.010		           0.004
     5.020		           0.098
     5.030		           0.155
     5.040		           0.169
     5.050		           0.147
     5.060		           0.110
     5.070		           0.080
     5.080		           0.075
     5.090		           0.101
     5.100		           0.145
     5.110		           0.187
     5.120		           0.203
     5.130		           0.178
     5.140		           0.114
     5.150		           0.029
     5.160		          -0.052
     5.170		          -0.105
     5.180		          -0.113
     5.190		          -0.076
     5.200		          -0.004
     5.210		           0.088
     5.220		           0.179
     5.230		           0.254
     5.240		           0.302
     5.250		           0.321
     5.260		           0.312
     5.270		           0.282
     5.280		           0.237
     5.290		           0.184
     5.300		           0.128
     5.310		           0.073
     5.320		           0.025
     5.330		          -0.014
     5.340		          -0.041
     5.350		          -0.053
     5.360		          -0.050
     5.370		          -0.031
     5.380		           0.001
     5.390		           0.042
     5.400		           0.085
     5.410		           0.123
     5.420		           0.148
     5.430		           0.156
     5.440		           0.149
     5.450		           0.128
     5.460		           0.098
     5.470		           0.058
     5.480		           0.009
     5.490		          -0.049
     5.500		          -0.111
     5.510		          -0.170
     5.520		          -0.215
     5.530		          -0.243
     5.540		          -0.253
     5.550		          -0.251
     5.560		          -0.242
     5.570		          -0.231
     5.580		          -0.219
     5.590		          -0.205
     5.600		          -0.186
     5.610		          -0.156
     5.620		          -0.115
     5.630		          -0.064
     5.640		          -0.009
     5.650		           0.040
     5.660		           0.073
     5.670		           0.084
     5.680		           0.078
     5.690		           0.064
     5.700		           0.060
     5.710		           0.076
     5.720		           0.118
     5.730		           0.177
     5.740		           0.236
     5.750		           0.268
     5.760		           0.252
     5.770		           0.174
     5.780		           0.040
     5.790		          -0.128
     5.800		          -0.292
     5.810		          -0.416
     5.820		          -0.473
     5.830		          -0.460
     5.840		          -0.395
     5.850		          -0.313
     5.860		          -0.254
     5.870		          -0.246
     5.880		          -0.300
     5.890		          -0.400
     5.900		          -0.512
     5.910		          -0.599
     5.920		          -0.628
     5.930		          -0.584
     5.940		          -0.471
     5.950		          -0.316
     5.960		          -0.155
     5.970		          -0.027
     5.980		           0.038
     5.990		           0.028
     6.000		          -0.043
     6.010		          -0.144
     6.020		          -0.236
     6.030		          -0.288
     6.040		          -0.286
     6.050		          -0.236
     6.060		          -0.159
     6.070		          -0.076
     6.080		          -0.006
     6.090		           0.045
     6.100		           0.076
     6.110		           0.091
     6.120		           0.096
     6.130		           0.091
     6.140		           0.079
     6.150		           0.058
     6.160		           0.031
     6.170		           0.002
     6.180		          -0.024
     6.190		          -0.045
     6.200		          -0.064
     6.210		          -0.085
     6.220		          -0.116
     6.230		          -0.160
     6.240		          -0.219
     6.250		          -0.287
     6.260		          -0.353
     6.270		          -0.401
     6.280		          -0.413
     6.290		          -0.377
     6.300		          -0.287
     6.310		          -0.151
     6.320		           0.011
     6.330		           0.172
     6.340		           0.306
     6.350		           0.394
     6.360		           0.429
     6.370		           0.415
     6.380		           0.367
     6.390		           0.303
     6.400		           0.238
     6.410		           0.183
     6.420		           0.144
     6.430		           0.118
     6.440		           0.101
     6.450		           0.087
     6.460		           0.072
