     6.470		           0.054
     6.480		           0.032
     6.490		           0.009
     6.500		          -0.014
     6.510		          -0.034
     6.520		          -0.049
     6.530		          -0.059
     6.540		          -0.065
     6.550		          -0.068
     6.560		          -0.069
     6.570		          -0.070
     6.580		          -0.069
     6.590		          -0.067
     6.600		          -0.063
     6.610		          -0.059
     6.620		          -0.059
     6.630		          -0.067
     6.640		          -0.086
     6.650		          -0.113
     6.660		          -0.141
     6.670		          -0.162
     6.680		          -0.166
     6.690		          -0.149
     6.700		          -0.114
     6.710		          -0.069
     6.720		          -0.022
     6.730		           0.017
     6.740		           0.047
     6.750		           0.070
     6.760		           0.091
     6.770		           0.116
     6.780		           0.146
     6.790		           0.177
     6.800		           0.198
     6.810		           0.200
     6.820		           0.173
     6.830		           0.119
     6.840		           0.045
     6.850		          -0.031
     6.860		          -0.092
     6.870		          -0.122
     6.880		          -0.113
     6.890		          -0.069
     6.900		          -0.004
     6.910		           0.061
     6.920		           0.105
     6.930		           0.117
     6.940		           0.094
     6.950		           0.048
     6.960		          -0.006
     6.970		          -0.046
     6.980		          -0.061
     6.990		          -0.044
     7.000		          -0.002
     7.010		           0.049
     7.020		           0.092
     7.030		           0.114
     7.040		           0.107
     7.050		           0.078
     7.060		           0.041
     7.070		           0.015
     7.080		           0.015
     7.090		           0.051
     7.100		           0.118
     7.110		           0.204
     7.120		           0.290
     7.130		           0.356
     7.140		           0.385
     7.150		           0.370
     7.160		           0.314
     7.170		           0.229
     7.180		           0.136
     7.190		           0.055
     7.200		           0.007
     7.210		           0.000
     7.220		           0.034
     7.230		           0.097
     7.240		           0.174
     7.250		           0.245
     7.260		           0.299
     7.270		           0.331
     7.280		           0.345
     7.290		           0.350
     7.300		           0.356
     7.310		           0.369
     7.320		           0.388
     7.330		           0.409
     7.340		           0.426
     7.350		           0.432
     7.360		           0.425
     7.370		           0.406
     7.380		           0.375
     7.390		           0.333
     7.400		           0.279
     7.410		           0.216
     7.420		           0.150
     7.430		           0.088
     7.440		           0.041
     7.450		           0.015
     7.460		           0.012
     7.470		           0.028
     7.480		           0.051
     7.490		           0.070
     7.500		           0.077
     7.510		           0.069
     7.520		           0.049
     7.530		           0.027
     7.540		           0.008
     7.550		          -0.004
     7.560		          -0.013
     7.570		          -0.025
     7.580		          -0.048
     7.590		          -0.085
     7.600		          -0.139
     7.610		          -0.202
     7.620		          -0.268
     7.630		          -0.324
     7.640		          -0.359
     7.650		          -0.362
     7.660		          -0.325
     7.670		          -0.250
     7.680		          -0.144
     7.690		          -0.028
     7.700		           0.071
     7.710		           0.126
     7.720		           0.122
     7.730		           0.058
     7.740		          -0.047
     7.750		          -0.163
     7.760		          -0.255
     7.770		          -0.299
     7.780		          -0.286
     7.790		          -0.230
     7.800		          -0.154
     7.810		          -0.089
     7.820		          -0.054
     7.830		          -0.054
     7.840		          -0.077
     7.850		          -0.101
     7.860		          -0.104
     7.870		          -0.076
     7.880		          -0.018
     7.890		           0.053
     7.900		           0.115
     7.910		           0.149
     7.920		           0.149
     7.930		           0.119
     7.940		           0.077
     7.950		           0.041
     7.960		           0.026
     7.970		           0.035
     7.980		           0.062
     7.990		           0.091
     8.000		           0.105
     8.010		           0.094
     8.020		           0.055
     8.030		          -0.010
     8.040		          -0.092
     8.050		          -0.182
     8.060		          -0.272
     8.070		          -0.354
     8.080		          -0.419
     8.090		          -0.459
     8.100		          -0.465
     8.110		          -0.434
     8.120		          -0.372
     8.130		          -0.289
     8.140		          -0.202
     8.150		          -0.126
     8.160		          -0.070
     8.170		          -0.036
     8.180		          -0.015
     8.190		          -0.001
     8.200		           0.014
     8.210		           0.028
     8.220		           0.036
     8.230		           0.030
     8.240		           0.003
     8.250		          -0.045
     8.260		          -0.106
     8.270		          -0.165
     8.280		          -0.204
     8.290		          -0.210
     8.300		          -0.178
     8.310		          -0.110
     8.320		          -0.019
     8.330		           0.082
     8.340		           0.177
     8.350		           0.253
     8.360		           0.299
     8.370		           0.313
     8.380		           0.292
     8.390		           0.243
     8.400		           0.176
     8.410		           0.104
     8.420		           0.045
     8.430		           0.013
     8.440		           0.018
     8.450		           0.059
     8.460		           0.126
     8.470		           0.196
     8.480		           0.248
     8.490		           0.263
     8.500		           0.232
     8.510		           0.164
     8.520		           0.077
     8.530		          -0.003
     8.540		          -0.055
     8.550		          -0.067
     8.560		          -0.042
     8.570		           0.006
     8.580		           0.060
     8.590		           0.102
     8.600		           0.125
     8.610		           0.128
     8.620		           0.116
     8.630		           0.100
     8.640		           0.084
     8.650		           0.072
     8.660		           0.062
     8.670		           0.048
     8.680		           0.026
     8.690		          -0.004
     8.700		          -0.040
     8.710		          -0.077
     8.720		          -0.105
     8.730		          -0.116
     8.740		          -0.107
     8.750		          -0.083
     8.760		          -0.052
     8.770		          -0.030
     8.780		          -0.028
     8.790		          -0.050
     8.800		          -0.091
     8.810		          -0.139
     8.820		          -0.175
     8.830		          -0.184
     8.840		          -0.157
     8.850		          -0.094
     8.860		          -0.005
     8.870		           0.092
     8.880		           0.174
     8.890		           0.224
     8.900		           0.231
     8.910		           0.196
     8.920		           0.129
     8.930		           0.045
     8.940		          -0.038
     8.950		          -0.110
     8.960		          -0.162
     8.970		          -0.192
     8.980		          -0.203
     8.990		          -0.199
     9.000		          -0.186
     9.010		          -0.168
     9.020		          -0.148
     9.030		          -0.130
     9.040		          -0.114
     9.050		          -0.099
     9.060		          -0.082
     9.070		          -0.061
     9.080		          -0.032
     9.090		           0.003
     9.100		           0.043
     9.110		           0.084
     9.120		           0.120
     9.130		           0.149
     9.140		           0.166
     9.150		           0.172
     9.160		           0.166
     9.170		           0.145
     9.180		           0.111
     9.190		           0.066
     9.200		           0.017
     9.210		          -0.025
     9.220		          -0.050
     9.230		          -0.049
     9.240		          -0.023
     9.250		           0.022
     9.260		           0.075
     9.270		           0.122
     9.280		           0.152
     9.290		           0.160
     9.300		           0.144
     9.310		           0.109
     9.320		           0.058
     9.330		          -0.001
     9.340		          -0.061
     9.350		          -0.112
     9.360		          -0.146
     9.370		          -0.154
     9.380		          -0.130
     9.390		          -0.080
     9.400		          -0.014
     9.410		           0.052
     9.420		           0.100
     9.430		           0.119
     9.440		           0.107
     9.450		           0.073
     9.460		           0.030
     9.470		          -0.005
     9.480		          -0.021
     9.490		          -0.019
     9.500		          -0.005
     9.510		           0.006
     9.520		           0.003
     9.530		          -0.019
     9.540		          -0.056
     9.550		          -0.096
     9.560		          -0.124
     9.570		          -0.132
     9.580		          -0.117
     9.590		          -0.087
     9.600		          -0.052
     9.610		          -0.024
     9.620		          -0.005
     9.630		           0.006
     9.640		           0.013
     9.650		           0.019
     9.660		           0.025
     9.670		           0.029
     9.680		           0.029
     9.690		           0.024
     9.700		           0.018
     9.710		           0.018
     9.720		           0.027
     9.730		           0.047
     9.740		           0.073
     9.750		           0.097
     9.760		           0.107
     9.770		           0.096
     9.780		           0.063
     9.790		           0.013
     9.800		          -0.042
     9.810		          -0.086
     9.820		          -0.106
     9.830		          -0.094
     9.840		          -0.051
     9.850		           0.013
     9.860		           0.080
     9.870		           0.130
     9.880		           0.148
     9.890		           0.130
     9.900		           0.083
     9.910		           0.024
     9.920		          -0.024
     9.930		          -0.046
     9.940		          -0.035
     9.950		           0.001
     9.960		           0.044
     9.970		           0.074
     9.980		           0.074
     9.990		           0.041
    10.000		          -0.019
    10.010		          -0.089
    10.020		          -0.148
    10.030		          -0.178
    10.040		          -0.169
    10.050		          -0.120
    10.060		          -0.039
    10.070		           0.059
    10.080		           0.152
    10.090		           0.221
    10.100		           0.250
    10.110		           0.233
    10.120		           0.173
    10.130		           0.084
    10.140		          -0.013
    10.150		          -0.096
    10.160		          -0.148
    10.170		          -0.157
    10.180		          -0.126
    10.190		          -0.067
    10.200		           0.004
    10.210		           0.068
    10.220		           0.111
    10.230		           0.127
    10.240		           0.117
    10.250		           0.087
    10.260		           0.047
    10.270		           0.004
    10.280		          -0.036
    10.290		          -0.069
    10.300		          -0.094
    10.310		          -0.108
    10.320		          -0.111
    10.330		          -0.101
    10.340		          -0.079
    10.350		          -0.048
    10.360		          -0.012
    10.370		           0.022
    10.380		           0.047
    10.390		           0.063
    10.400		           0.070
    10.410		           0.074
    10.420		           0.081
    10.430		           0.093
    10.440		           0.107
    10.450		           0.113
    10.460		           0.102
    10.470		           0.068
    10.480		           0.010
    10.490		          -0.063
    10.500		          -0.135
    10.510		          -0.190
    10.520		          -0.217
    10.530		          -0.212
    10.540		          -0.182
    10.550		          -0.138
    10.560		          -0.095
    10.570		          -0.065
    10.580		          -0.050
    10.590		          -0.045
    10.600		          -0.041
    10.610		          -0.029
    10.620		          -0.005
    10.630		           0.025
    10.640		           0.050
    10.650		           0.061
    10.660		           0.049
    10.670		           0.015
    10.680		          -0.032
    10.690		          -0.080
    10.700		          -0.116
    10.710		          -0.134
    10.720		          -0.132
    10.730		          -0.117
    10.740		          -0.097
    10.750		          -0.081
    10.760		          -0.075
    10.770		          -0.077
    10.780		          -0.083
    10.790		          -0.086
    10.800		          -0.081
    10.810		          -0.067
    10.820		          -0.046
    10.830		          -0.024
    10.840		          -0.008
    10.850		          -0.001
    10.860		          -0.004
    10.870		          -0.012
    10.880		          -0.020
    10.890		          -0.024
    10.900		          -0.022
    10.910		          -0.016
    10.920		          -0.013
    10.930		          -0.018
    10.940		          -0.033
    10.950		          -0.053
    10.960		          -0.069
    10.970		          -0.073
    10.980		          -0.059
    10.990		          -0.030
    11.000		           0.004
    11.010		           0.032
    11.020		           0.043
    11.030		           0.034
    11.040		           0.010
    11.050		          -0.017
    11.060		          -0.034
    11.070		          -0.035
    11.080		          -0.020
    11.090		           0.005
    11.100		           0.030
    11.110		           0.047
    11.120		           0.053
    11.130		           0.052
    11.140		           0.048
    11.150		           0.048
    11.160		           0.054
    11.170		           0.063
    11.180		           0.070
    11.190		           0.068
    11.200		           0.052
    11.210		           0.021
    11.220		          -0.023
    11.230		          -0.072
    11.240		          -0.117
    11.250		          -0.151
    11.260		          -0.166
    11.270		          -0.159
    11.280		          -0.129
    11.290		          -0.077
    11.300		          -0.011
    11.310		           0.060
    11.320		           0.123
    11.330		           0.164
    11.340		           0.176
    11.350		           0.156
    11.360		           0.110
    11.370		           0.051
    11.380		          -0.007
    11.390		          -0.052
    11.400		          -0.076
    11.410		          -0.077
    11.420		          -0.058
    11.430		          -0.028
    11.440		           0.002
    11.450		           0.024
    11.460		           0.029
    11.470		           0.018
    11.480		          -0.007
    11.490		          -0.038
    11.500		          -0.065
    11.510		          -0.079
    11.520		          -0.076
    11.530		          -0.055
    11.540		          -0.020
    11.550		           0.019
    11.560		           0.050
    11.570		           0.067
    11.580		           0.063
    11.590		           0.043
    11.600		           0.014
    11.610		          -0.013
    11.620		          -0.030
    11.630		          -0.033
    11.640		          -0.023
    11.650		          -0.004
    11.660		           0.019
    11.670		           0.042
    11.680		           0.064
    11.690		           0.084
    11.700		           0.102
    11.710		           0.116
    11.720		           0.122
    11.730		           0.117
    11.740		           0.100
    11.750		           0.072
    11.760		           0.039
    11.770		           0.011
    11.780		          -0.004
    11.790		          -0.002
    11.800		           0.014
    11.810		           0.038
    11.820		           0.059
    11.830		           0.068
    11.840		           0.059
    11.850		           0.033
    11.860		          -0.002
    11.870		          -0.040
    11.880		          -0.072
    11.890		          -0.093
    11.900		          -0.099
    11.910		          -0.092
    11.920		          -0.077
    11.930		          -0.055
    11.940		          -0.032
    11.950		          -0.009
    11.960		           0.010
    11.970		           0.022
    11.980		           0.027
    11.990		           0.023
    12.000		           0.011
    12.010		          -0.007
    12.020		          -0.028
    12.030		          -0.046
    12.040		          -0.058
    12.050		          -0.058
    12.060		          -0.046
    12.070		          -0.025
    12.080		           0.002
    12.090		           0.025
    12.100		           0.039
    12.110		           0.039
    12.120		           0.023
    12.130		          -0.005
    12.140		          -0.037
    12.150		          -0.066
    12.160		          -0.085
    12.170		          -0.092
    12.180		          -0.087
    12.190		          -0.076
    12.200		          -0.062
    12.210		          -0.050
    12.220		          -0.039
    12.230		          -0.029
    12.240		          -0.017
    12.250		          -0.004
    12.260		           0.011
    12.270		           0.025
    12.280		           0.035
    12.290		           0.040
    12.300		           0.040
    12.310		           0.037
    12.320		           0.037
    12.330		           0.040
    12.340		           0.049
    12.350		           0.063
    12.360		           0.078
    12.370		           0.091
    12.380		           0.098
    12.390		           0.100
    12.400		           0.099
    12.410		           0.097
    12.420		           0.096
    12.430		           0.095
    12.440		           0.093
    12.450		           0.086
    12.460		           0.074
    12.470		           0.057
    12.480		           0.039
    12.490		           0.028
    12.500		           0.029
    12.510		           0.046
    12.520		           0.077
    12.530		           0.115
    12.540		           0.152
    12.550		           0.176
    12.560		           0.178
    12.570		           0.156
    12.580		           0.110
    12.590		           0.047
    12.600		          -0.022
    12.610		          -0.085
    12.620		          -0.132
    12.630		          -0.155
    12.640		          -0.151
    12.650		          -0.123
    12.660		          -0.078
    12.670		          -0.026
    12.680		           0.024
    12.690		           0.063
    12.700		           0.084
    12.710		           0.086
    12.720		           0.071
    12.730		           0.044
    12.740		           0.012
    12.750		          -0.020
    12.760		          -0.047
    12.770		          -0.069
    12.780		          -0.084
    12.790		          -0.092
    12.800		          -0.092
    12.810		          -0.084
    12.820		          -0.068
    12.830		          -0.048
    12.840		          -0.029
    12.850		          -0.016
    12.860		          -0.013
    12.870		          -0.018
    12.880		          -0.027
    12.890		          -0.033
    12.900		          -0.029
    12.910		          -0.013
    12.920		           0.014
    12.930		           0.044
    12.940		           0.069
    12.950		           0.081
    12.960		           0.079
    12.970		           0.063
    12.980		           0.040
    12.990		           0.017
    13.000		          -0.002
    13.010		          -0.014
    13.020		          -0.017
    13.030		          -0.014
    13.040		          -0.006
    13.050		           0.003
    13.060		           0.013
    13.070		           0.021
    13.080		           0.023
    13.090		           0.016
    13.100		           0.000
    13.110		          -0.023
    13.120		          -0.049
    13.130		          -0.071
    13.140		          -0.085
    13.150		          -0.087
    13.160		          -0.077
    13.170		          -0.056
    13.180		          -0.030
    13.190		          -0.005
    13.200		           0.015
    13.210		           0.024
    13.220		           0.020
    13.230		           0.004
    13.240		          -0.019
    13.250		          -0.042
    13.260		          -0.059
    13.270		          -0.065
    13.280		          -0.057
